Textos_espanol,sdg
"A pesar de esto, aún persiste una incertidumbre considerable sobre i) qué políticas funcionan mejor para brindar una atención médica segura y efectiva que brinde una buena experiencia al paciente, y ii) qué estrategias de mejora de la calidad pueden ayudar a brindar la mejor atención al menor costo. Los hallazgos presentados en este informe de síntesis se reunieron a través de una revisión sistemática de las políticas e instituciones descritas en cada Revisión de la calidad de la atención médica de la OCDE, para identificar desafíos comunes, respuestas y prácticas de vanguardia. Este material se complementó con las estadísticas de salud de la OCDE y otros informes de la OCDE cuando correspondía. Los gobiernos deben alentar y, cuando corresponda, exigir que los sistemas de atención médica y los proveedores de atención médica sean abiertos sobre la eficacia, la seguridad y la atención centrada en el paciente que brindan.",3
"La variación entre las áreas locales australianas fue evidente en todas las intervenciones y condiciones. También hubo una amplia variación en comparación con otros países. Por ejemplo, las tasas de ingreso hospitalario no quirúrgico fueron el doble en Australia, alrededor de 12 000 por 100 000 habitantes mayores de 15 años, que en España, Portugal y Canadá, donde estuvieron por debajo de 6 000.",3
"Se realizan comparaciones entre una variedad de países de la OCDE y no miembros de la OCDE y entre regiones (municipios) dentro de la Federación Rusa.24 Los resultados en ambas dimensiones sugieren que existe un margen sustancial para mejorar la eficiencia del gasto público. Las comparaciones con otros países sugieren que los resultados de salud de la Federación Rusa son similares a los logrados por algunos países que gastan entre un 30% y un 40% menos. Los resultados sobre la base de las comparaciones entre regiones/municipios sugieren que los resultados de salud actuales también podrían producirse con aproximadamente dos tercios de los insumos actuales si las regiones menos eficientes pudieran emular a las más eficientes. Algunas regiones han tenido más éxito que otras en el logro de resultados, aunque los recursos a su disposición a veces han sido más modestos.25 De hecho, dos regiones de demostración del Banco Mundial (Voronezh y la República de Chuvash) parecen haber tenido un éxito considerable en la mejora de la oferta y la atención de la salud. resultados de salud que demuestren que existe un potencial considerable para un mayor desempeño (Recuadro 3.1).",3
"Este reforma permitirá que muchas comunidades locales mantengan sus instalaciones hospitalarias, pero muchas de ellas brindarán un conjunto diferente y más pequeño de servicios, coordinados con hospitales ubicados cerca o especializados en rehabilitación y molestias. Además, desde 2015, como parte del impulso para mejorar la eficiencia y la calidad de los servicios, NHIF ha restringido los contratos para los departamentos de obstetricia y cirugía cuando los volúmenes anuales han sido inferiores a 300 nacimientos y 400 cirugías complejas. Lituania ha puesto mucho énfasis en ampliar los servicios de atención primaria, ambulatoria y de día.",4
"Explicando la razÃ³n por la que comÃan alimentos inseguros, un encuestado dijo que era mÃ¡s barato comer un bollo comprado que hacerlo en casa y que los pobres tenÃan que vivir con estos alimentos y no deberÃan preocuparse por su frescura o higiene. Un buen nÃºmero de personas (23%) tambiÃ©n admitiÃ³ haber tenido diarrea, mientras que el 8% declarÃ³ haber vomitado y otro 8% declarÃ³ haber tenido tanto diarrea como vÃ³mitos causados por la comida comprada. De hecho, las privaciones de los pobres urbanos son peores que las de los pobres rurales.",3
"Ajustar el sistema de GRD para tener mejor en cuenta la gravedad de los casos tratados por los hospitales universitarios, de forma que se les compense. Llevar a cabo la prevista corporatizaciÃ³n (o ""comercializaciÃ³n"") de los hospitales con cuidado, de forma que no amenace la igualdad de acceso a la asistencia, especialmente entre regiones. Realizar un estudio exhaustivo de las inversiones que corresponderÃan a las necesidades mÃ¡s acuciantes de la poblaciÃ³n en todo el paÃs para garantizar la modernizaciÃ³n de las envejecidas infraestructuras hospitalarias.",5
"El gobierno sueco está invirtiendo 500 millones de euros durante 2011-14 para mejorar la salud y la atención social para las personas mayores más frágiles, incluido el fortalecimiento de los incentivos para los consejos y municipios para lograr objetivos preespecificados en cuidados preventivos, de demencia y paliativos, mejor uso de la medicación y una mejor coordinación de la atención. Sin embargo, los datos suecos muestran que los costos de atención primaria por año de edad aumentan mínimamente en edades más avanzadas en comparación con los costos de hospitalización, lo que puede indicar una provisión insuficiente de atención primaria en relación con la atención secundaria. Un equilibrio adecuado de recursos entre la atención ambulatoria y la atención hospitalaria es importante para garantizar que el sector de la atención primaria pueda gestionar y coordinar las complejas necesidades de atención de las personas con enfermedades crónicas y comorbilidades.",3
"En todos los casos, las mujeres deben tener acceso a servicios de calidad para el manejo de las complicaciones derivadas del aborto. Se deben ofrecer con prontitud servicios de planificación familiar, educación y consejería post-aborto, lo que también ayudará a evitar abortos repetidos. Los programas para reducir la morbilidad y mortalidad maternas deben incluir servicios de información y salud reproductiva, incluidos los servicios de planificación familiar.",3
"Además, tener en cuenta los deseos de los pacientes y garantizar que se respeten sus derechos humanos y los de los pacientes son de suma importancia. La defensa y representación de los usuarios de servicios de salud mental es particularmente importante dada la naturaleza de la enfermedad mental y el hecho de que las personas a menudo luchan con una condición de discapacidad, circunstancias restrictivas y altos niveles de estigma. Los grupos de usuarios de servicios, y los grupos que representan a las familias de los usuarios de servicios, también pueden desempeñar un papel en la configuración del sistema de salud mental y en la mejora de la calidad de la atención.",3
"En consonancia con el aumento del IMC medio, la prevalencia de sobrepeso u obesidad aumentó entre 2010 y 2014 entre hombres y mujeres en todos los países europeos y de la UE para los que hay datos disponibles (Wilkins et al., La obesidad infantil está aumentando, el promedio de -las tasas de sobrepeso notificadas entre los jóvenes de 15 años en la UE aumentaron del 11 % en 2001-02 al 18 % en 2013-14.La tendencia ascendente del índice de masa corporal (IMC) de niños y adolescentes se ha estancado en muchos países de ingresos altos pero en un nivel alto (NCD-RisC, 2017).Es probable que estos patrones adversos tengan consecuencias negativas para las tasas de morbilidad y mortalidad actuales y futuras.",3
"De cara al futuro, la Autoridad Sanitaria (NZa) espera que se desarrolle una escasez como resultado de las tendencias demográficas y una proporción cada vez mayor de médicos de cabecera a tiempo parcial (NZa, 2009). En este contexto, el gobierno apunta acertadamente a ampliar la capacidad de las facultades de medicina y el número de plazas de formación hospitalaria, ya que ambas son causas identificadas de restricción de la oferta (Capaciteitsorgaan, 2011). Los médicos extranjeros representan otra fuente potencial de médicos. En este ámbito, los candidatos europeos (del Espacio Económico Europeo) disfrutan de un acceso relativamente fácil ya que sus títulos son reconocidos, mientras que los candidatos no europeos están sujetos a una evaluación estandarizada gubernamental de habilidades médicas y una prueba de idioma. Para facilitar el ingreso de este último grupo, se podría considerar eximir a los titulares de diplomas de las mejores universidades de los componentes de habilidades médicas de la evaluación. Sin embargo, restringir el número de especialistas ya no es una solución en un sistema más orientado al mercado, ya que reforzaría su posición de negociación y, por lo tanto, su capacidad para influir en los precios al alza.",3
Este tipo de ensayo mide el efecto de un tratamiento mediante la asignación aleatoria de participantes a un grupo de intervención o de control. La aleatorización permite a los investigadores identificar las relaciones causales entre una intervención médica y un resultado porque elimina el sesgo potencial que podría contaminar los hallazgos del estudio. El diseño del ECA pretende medir la eficacia y no la efectividad.,3
"Varios gobiernos han tomado medidas adicionales para combatir la obesidad a través de esfuerzos de promoción de la salud. Se han lanzado programas coordinados a nivel nacional en países como Estados Unidos (Let's Move), Reino Unido (Change4Life), Suiza (Actionsante) y otros (OCDE, 2012). Hay una tendencia en estos programas a incluir marcos de múltiples partes interesadas, involucrando a actores empresariales y de la sociedad civil en el desarrollo de políticas de salud pública. Estos programas integrales se enfocan en la obesidad a través de una amplia variedad de medidas que incluyen campañas de educación masiva, así como intervenciones más específicas dirigidas a personas de alto riesgo.",3
"Los tratamientos se basan en el concepto indígena de salud, que ve al terapeuta como un mediador espiritual que estimula las fuerzas curativas de la persona enferma en lugar de tratar de curar la enfermedad a través de un cóctel de drogas sintéticas. Los curanderos tradicionales de Keur Massar han logrado desarrollar tratamientos para el VIH/SIDA que tienen los beneficios de no ser tóxicos, tratar infecciones secundarias como la tuberculosis y estar formulados con componentes de plantas naturales que no requieren el apoyo de las naciones ricas para ser sintetizado. Donde la medicina moderna es analítica y ataca el problema con una sola molécula, la medicina tradicional lo ataca en varios frentes. Esto impide el desarrollo de resistencias a la acción combinada de todas estas plantas.",3
"La medicina moderna también ha sido llamada medicina convencional (MM), medicina alopática, medicina convencional, medicina moderna, medicina ortodoxa, medicina tradicional. Medicina occidental o medicina clínica. Implica el enfoque de la atención de la salud practicado en los países desarrollados, basado en datos científicos para diagnosticar y tratar enfermedades, MM supone que todos los fenómenos fisiológicos y patológicos se pueden explicar en términos concretos, las herramientas de MM incluyen sistemas modelo no humanos, estudios ciegos y estadísticas análisis para asegurar resultados reproducibles.",3
"Una investigación basada en la Encuesta sobre Insuficiencia Cardíaca en Israel, que examinó la calidad de la atención a los pacientes con insuficiencia cardíaca, descubrió que las tasas de mortalidad aumentaban bruscamente tras el alta hospitalaria. La mortalidad intrahospitalaria fue del 4,7%; sin embargo, la mortalidad aumentó al 19% a los seis meses del alta y al 28% al año del alta (Garty et al., El elevado riesgo de mortalidad a largo plazo indica la necesidad urgente de desarrollar estrategias de tratamiento más eficaces para los pacientes con ICC dados de alta del hospital.",3
"La necesidad de implicar al paciente -tanto en su atención como en la notificación de incidentes- resuena con fuerza y es coherente con las respuestas sobre la medición del daño. La popularidad de los incentivos para fomentar la atención en equipo es interesante. Sugiere una posible evolución hacia modelos de remuneración alternativos (basados en la población o en pagos agrupados). También sugiere que una interrupción de la atención integrada puede considerarse un fallo de seguridad, lo que añade peso a las hospitalizaciones evitables como problema de seguridad (sección 3.2.2). ",3
"También incluye información sintética sobre la existencia de topes, reducciones y exenciones de cargos a los usuarios. La cobertura del gasto farmacéutico suele ser menor, debido a que los costos compartidos suelen ser más altos y a la posibilidad de autoconsumo. Los esquemas básicos de cobertura de salud cubren aproximadamente la mitad del gasto en atención dental en un puñado de países (Austria, Bélgica, República Checa, Luxemburgo, República Eslovaca y Eslovenia) y las tres cuartas partes en Japón.",3
"Según diversas estimaciones, el alcohol mata, ya sea directa o indirectamente, a medio millón de personas al año, mientras que se estima que fumar mata a entre 330 000 y 500 000 personas. Casi 24 000 personas mueren en accidentes de tránsito por año (MHSD, 2008 y Rosstat, 2009a). Según el RLMS,4 alrededor de las tres cuartas partes de la población rusa consume algún tipo de alcohol, siendo más consumido en promedio por los hombres en todos los grupos de edad y en las personas que pertenecen al grupo de edad de 25 a 55 años.",3
"En general, la atención primaria y otros servicios de atención no aguda en Dinamarca parecen funcionar de manera eficiente ante la creciente demanda. La proporción de pacientes que acudió a un departamento de urgencias debido a la falta de disponibilidad de atención primaria fue la más baja entre los países de la UE en 2011-13 (Figura 14). Las tasas de ingreso hospitalario potencialmente evitables por insuficiencia cardíaca son bajas. Por ejemplo, las tasas de admisión estandarizadas por diabetes varían 1,5 veces entre regiones y las admisiones evitables de personas mayores de 65 años varían el doble entre los municipios daneses (de menos de 40 a más de 90 por 1000 habitantes). Los retrasos en las altas hospitalarias también varían ampliamente (OCDE). Esto sugiere alguna variación injustificada en el acceso y la calidad de los servicios de atención primaria y la atención posaguda, así como la necesidad de una mayor coordinación en todos los niveles de atención.",3
"Por ejemplo, el coste médico anual directo en Estados Unidos para un varón diagnosticado de diabetes (pero sin complicaciones) ascendía a 2.465 dólares. Sin embargo, estos costes se disparan cuando la enfermedad avanza y aparecen complicaciones. Los costes anuales aumentaron entre un 70% y un 150% en el caso de pacientes con cardiopatía coronaria, insuficiencia cardiaca congestiva, hemiplejía y amputación.",3
"Para cubrirlos, el 87% de la población tiene un seguro médico voluntario y hay ayudas para quienes no pueden permitírselo. Los pagos directos son bajos en general, pero la proporción del gasto privado es alta en comparación con la media de la UE. Sin embargo, pese a la solidez del sistema de atención primaria, falta coordinación e integración entre niveles y sectores, lo que provoca discontinuidad asistencial.",3
"Además, hay mucho margen para mejorar la capacidad de gestionar eficazmente esos fondos en la lucha contra el VIH/SIDA. En julio de 2005, ONUSIDA publicó y difundió unas Directrices sobre la elaboración de indicadores básicos para ayudar a informar sobre los progresos realizados en las actividades de intervención. La gama media y el número de indicadores notificados se comparan bien con otras regiones del mundo, como puede verse en la Figura 4.1.",3
"La expansión del acceso a la financiación de Medicare puede considerarse una posible herramienta para alentar a los profesionales de la salud adecuadamente calificados y capacitados a adoptar otras funciones. Por ejemplo, los farmacéuticos en áreas de necesidad podrían ser elegibles para recibir fondos de Medicare para administrar vacunas y recetar medicamentos limitados. Tal movimiento debe ser cuidadosamente regulado y realizado de manera fiscalmente responsable.",3
"En Finlandia, las ausencias médicas certificadas fueron un 20% más altas entre los abstemios de por vida, los ex bebedores y los bebedores empedernidos en comparación con los bebedores ocasionales (Vahtera et al., Una revisión de 22 estudios de diferentes países observó una carga económica sustancial del alcohol en la sociedad (Thavomcharoensap et al. , En el Reino Unido, los trabajadores dependientes del alcohol perdieron casi 11 millones de días de trabajo en 2001, y el costo total del ausentismo debido al alcohol se estimó en 1.200 millones de libras esterlinas (Oficina del Gabinete del Reino Unido, 2003). , el alcohol representó un valor estimado de € 59 mil millones de pérdida potencial de producción a causa del ausentismo, el desempleo y la pérdida de años de trabajo por muerte prematura en 2003 (Anderson y Baumberg, 2006). costos relacionados en Escocia, Francia y Canadá (Rehm et al., en particular, en los Estados Unidos, la pérdida de productividad representó el 72,2% del costo económico total del consumo excesivo de alcohol.",3
"Si bien el Marco de planificación del NHS de Gales parece un paso útil para aclarar las expectativas de planificación, todavía parece haber margen para que el gobierno sea más prescriptivo sobre lo que se espera exactamente, en términos de financiación y asignación presupuestaria, rendimiento y eficiencia, y logro de la calidad y mejora - de las Juntas de Salud y los proveedores que supervisan. El Gobierno de Gales ya está comenzando a explorar algunos de estos temas para el sistema de salud en su conjunto, y para las Juntas de Salud, en el documento de consulta (Libro Verde) “Nuestra Salud, Nuestro Servicio de Salud” (Gobierno de Gales, 2015 a) , y con los Planes Integrados de Mediano Plazo. También se necesita hacer más para apoyar a las Juntas de Salud en su intento de generar un cambio de sistema significativo y más significativo, con un enfoque en la buena colaboración entre el Gobierno de Gales y las Juntas de Salud, desarrollando la capacidad técnica, gerencial y de liderazgo en las Juntas de Salud, y el intercambio de experiencias y conocimientos entre las Juntas de Salud y en todo el sistema. Otros países de la OCDE también luchan con el equilibrio entre las normas (y el control) nacionales y la libertad e innovación locales, y algunos ofrecen lecciones de las que Gales podría aprender (Recuadro 3.1).",3
"Las admisiones han disminuido significativamente desde 2009 (aunque todavía están por encima de los promedios de la UE). Además, los pacientes que padecen asma o enfermedad pulmonar obstructiva crónica tienen tasas de ingreso evitable en los hospitales relativamente bajas. Se están preparando directrices médicas renovadas que tienen el potencial de mejorar la eficacia de la atención primaria. Además, la República Checa requiere solo un informe mínimo de los resultados sobre la calidad de la atención entre los diferentes proveedores. Esto significa que los fondos de seguros de salud no pueden usar datos de calidad para comprar y que los pacientes ejercen su libre elección sin acceso a información importante. También ha habido algunos avances más recientes con proyectos en el área de garantía de calidad y seguridad, como el sistema de notificación de eventos adversos y la introducción de objetivos de seguridad sectoriales para todos los proveedores de atención médica.",3
"Se necesita un número suficiente de enfermeros y otros trabajadores de cuidados de larga duración con formación específica para satisfacer las necesidades de las personas dependientes. En comparación con otros países de la OCDE, hay un número relativamente menor de enfermeros y otro personal asistencial que presten cuidados formales de larga duración a personas en su domicilio o en instituciones de cuidados de larga duración, pero esto puede deberse en parte al hecho de que una gran parte de los servicios de cuidados de larga duración también se prestan en hospitales (este personal hospitalario no se contabiliza aquí). El número de trabajadores de cuidados de larga duración por cada 100 personas de 65 años o más aumentó de 2,7 en 2009, pero sigue siendo inferior al de Japón y a la media de la OCDE (en torno a 6).",3
"Medidas más específicas incluyen: un aumento en los impuestos sobre el consumo de alcohol combinado con precios mínimos,12 limitaciones en las horas durante las cuales se puede comprar alcohol y en los tipos de tiendas a las que se les permite vender productos alcohólicos, la eliminación de la producción ilegal, una prohibición total de la publicidad y el desarrollo de programas de prevención. De acuerdo con el Plan de acción de la Comisión Gubernamental sobre la regulación del mercado del alcohol de julio de 2010, se están desarrollando e implementando programas regionales en los sujetos de la Federación Rusa para reducir el consumo de alcohol y prevenir la adicción al alcohol. Estos programas tienen en cuenta los patrones regionales de consumo de alcohol (es decir, la proporción de la población rural) y deben coordinarse con los programas regionales de educación y atención de la salud.",3
"Por el contrario, la brecha de género en Asia Central y Meridional, así como en Asia Oriental y Sudoriental, es mucho menor, debido a las tasas de suicidio significativamente más altas entre las mujeres en esas dos regiones. En todo el mundo, el suicidio es una de las principales causas de muerte tanto para hombres como para mujeres de entre 15 y 29 años.",5
"Se podría argumentar, por lo tanto, que los indicadores QOF, tal como están, presentan a los médicos un incentivo perverso para no aumentar la detección o los diagnósticos de depresión, ya que esto aumentaría el seguimiento y las evaluaciones de gravedad y la detección necesarias para cumplir con los objetivos de QOF. En 2013/2014, hay dos indicadores para la depresión: el porcentaje de pacientes adultos con un nuevo diagnóstico de depresión que han tenido una evaluación biopsicosocial en el momento del diagnóstico (DEP001) y el porcentaje de pacientes con depresión revisados ​​pacientes entre 10-35 días después del diagnóstico inicial (DEP002). Para una lista de los indicadores 2013/2014, ver (BMA, 2014). El pago por resultados (PbR) se ha utilizado desde 2004 como un mecanismo clave de pago a proveedores en la atención secundaria.",3
"En 2011, el número de muertes infantiles estimadas en la región fue de 2,36 millones, lo que representa alrededor del 46% del número total de muertes infantiles en todo el mundo. A medida que ha disminuido la mortalidad entre los niños mayores, la mortalidad neonatal ha aumentado como proporción de todas las muertes de menores de 5 años. En términos de mortalidad neonatal, seis países tienen tasas superiores a 25 muertes por cada 1.000 nacidos vivos, a saber, Afganistán (36,2), Pakistán (35,6), India (32,3), Myanmar (29,9), Nepal (27,0) y Bangladesh (26,4).",3
"El objetivo principal ha sido continuar manteniendo al mínimo el número de pacientes hospitalizados y maximizar la capacidad del sistema de salud para atender a los adultos con enfermedades mentales dentro de la comunidad. Los tratamientos secundarios que tradicionalmente se habrían administrado en un hospital o en un entorno hospitalario similar, por lo tanto, se brindan en un entorno ambulatorio. El equipo ofrece una variedad de enfoques de tratamiento diferentes, pero se hace hincapié en el trabajo en entornos comunitarios, incluidas las visitas a los hogares de los pacientes.",3
"Las tasas de obesidad son casi el doble entre las personas con el nivel educativo más bajo. Estas diferencias en la prevalencia de los factores de riesgo conductuales contribuyen a las desigualdades en salud. Se establecieron dieciséis cajas de seguro autonómicas, en su mayoría autónomas, con la responsabilidad de contratar a los proveedores.",3
"El sistema incluye una biblioteca de salud móvil que consta de información clínica y de salud pública localmente relevante con herramientas de navegación fáciles de usar para dispositivos móviles, y un portal de biblioteca de salud móvil que permite a los usuarios descargar nuevo contenido clínico y de salud pública usando dispositivos móviles a través de un Conexión a Internet. Integrar el MHIS dentro del ECDOH y transferir la tecnología y el contenido fueron objetivos clave para FHI 360 desde el principio. El proyecto comenzó en 2008 y continuará hasta 2016.",3
"La Comisión de Calidad de la Atención del Reino Unido (ver Sección 1) ofrece un modelo a considerar. Los arreglos en Italia son un modelo de particular interés. Allí se ha establecido el Observatorio Nacional de Buenas Prácticas para la Seguridad del Paciente que identifica aprendizajes transferibles de eventos adversos en hospitales y clínicas, y organiza talleres y materiales para compartir buenas prácticas. El Observatorio ha sido muy efectivo al crear conciencia entre los profesionales de la salud y fomentar una cultura de cambio en todo el país (OCDE, 2015c).",3
"Los países más avanzados en su transición demográfica (Chile y Cuba) presentan tasas de mortalidad geriátrica superiores a la media regional. De hecho, una comparación entre las situaciones de Haití y Cuba muestra que Haití tardará hasta 2050 en registrar las tasas de mortalidad en la población mayor de 65 años que Cuba había registrado seis décadas antes. Cuba tiene una estructura de edad más avanzada que Haití y, por lo tanto, su población tiene más probabilidades de morir por encima de los 65 años. En el gráfico IV.2, que muestra la proporción de muertes por enfermedades crónicas y degenerativas en función de la edad media de la población (2002), se observa en un extremo a los países más avanzados en la transición demográfica (Argentina, Barbados, Chile, Cuba y Uruguay), con más del 80% de las muertes por esas causas y, en el otro, a los países a punto de entrar en plena transición demográfica con un proceso de envejecimiento aún incipiente (Guatemala, Haití, Honduras y Nicaragua, entre otros). Esto puede ilustrarse comparando la esperanza de vida al nacer y la esperanza de vida ajustada por salud (EVAS) al nacer.",3
"Las unidades de atención de urgencias de los hospitales, principalmente las de las grandes ciudades, consultan con los equipos de ambulancias para identificar los hospitales adecuados para el traslado y, si es necesario, se envían médicos de las grandes ciudades para atender a pacientes procedentes de otras regiones. La atención de urgencias se basa en directrices y se vigila su cumplimiento. Aunque se trata de un logro prometedor, todavía no parece reflejarse en los indicadores clave de la calidad de la atención de agudos.",3
"Dado que el tipo de servicios que a menudo se brindan en entornos de atención primaria (como el asesoramiento médico y el tratamiento de afecciones comunes) atraen tarifas más bajas que los servicios especializados, el sistema de pago actual empuja a los proveedores de servicios a brindar servicios adicionales que ofrecen tarifas más altas. Otro desafío para aumentar las tarifas de asesoramiento al paciente y más servicios cognitivos ha sido la codificación deficiente que muestra qué servicios se brindan realmente cuando un médico brinda una consulta estándar en una clínica de salud. Una mejor codificación podría proporcionar a los responsables de la formulación de políticas la posibilidad de aumentar las tarifas de las consultas para el asesoramiento del paciente y compensar esto mediante reducciones en las tarifas de las consultas asociadas con pruebas de laboratorio como radiología y endoscopia. Existe el riesgo de que dicha política no logre cambiar la cultura subyacente de los médicos que no priorizan el asesoramiento a sus pacientes y, de hecho, podría simplemente absorberse como un pago más alto por una cantidad de trabajo similar.",3
"Sin embargo, en los últimos años se ha observado un aumento de la actividad de los médicos no concertados que prestan asistencia ambulatoria, así como un aumento constante de su número. Como los honorarios de los médicos de cabecera y especialistas no concertados no están regulados en gran medida y sólo están cubiertos en parte por el seguro social de enfermedad (véase el apartado 4), el acceso a la asistencia ambulatoria se basa cada vez más en la capacidad de pago y no en la necesidad médica. Esto también puede contribuir a las disparidades entre Lander, así como entre las zonas urbanas y rurales.",3
"El núcleo del modelo de Arquímedes son cientos de ecuaciones que representan la fisiología humana y los efectos de las enfermedades. Adjuntas a estas ecuaciones hay cientos de ecuaciones y algoritmos más que simulan el sistema de atención médica, incluidos procesos como pruebas, tratamientos, admisiones y comportamientos médicos. Junto con los datos de población, las ecuaciones se integran en un único modelo de simulación a gran escala.",3
"En Pakistán, por ejemplo, Baluchistán, en la Provincia de la Frontera del Noroeste (NWFP), y las Áreas Tribales de Administración Federal (FATA) son las zonas predominantemente tribales. Por desgracia, la mayoría de las muertes infantiles se debieron a causas evitables como la diarrea, las infecciones respiratorias, el tétanos y otras.3 Así pues, la mejora de las condiciones de vida y del acceso a los servicios sanitarios redundaría en una rápida mejora de la salud infantil en estas regiones. En efecto, se trata de una cifra escandalosa cuando la tasa nacional de mortalidad materna ha descendido de 400 por 100.000 en 2004-2005 a 276 en 2006-2007.",3
"Países como Australia, Bélgica, Canadá, Finlandia, los Países Bajos, Noruega, Portugal y Suecia cuentan con mecanismos formales para tomar decisiones nacionales de reembolso basadas en una HTA, mientras que en otros, incluidos Dinamarca y Suiza, una HTA no forma parte de la decisión formal. proceso de elaboración (Jonsson y Wilking, 2007). Además, no siempre se realiza un análisis de sensibilidad para la incertidumbre. En parte debido a estas diferencias, los hallazgos no siempre son consistentes entre los estudios.",3
"Los créditos presupuestarios se controlan por ocho áreas programáticas (administración, servicios sanitarios de distrito, servicios sanitarios de urgencia, servicios hospitalarios provinciales, servicios hospitalarios centrales, ciencias de la salud y formación, servicios de apoyo a la atención sanitaria, gestión de instalaciones sanitarias) y luego por partidas (las clasificaciones económicas generales para pagos corrientes son remuneración de empleados, bienes y servicios, intereses y alquiler de terrenos). También hay un seguimiento electrónico más frecuente (mensual y trimestral) por parte del Tesoro Nacional para comprobar que el dinero se ha gastado según lo programado. El objetivo de estas reuniones es comprobar que los fondos se han recibido a tiempo y se han gastado según lo previsto en el presupuesto.",3
"La implementación de estructuras de incentivos a través de contratos de calidad y reembolsos específicos mejoraría aún más el desempeño. En Noruega, el sistema de atención médica está semidescentralizado, con municipios responsables del sector de atención primaria de la salud y el gobierno central responsable del sector de atención médica especializada. Sin embargo, hay áreas que se pueden fortalecer dadas sus recientes reformas de salud.",3
"La información recopilada rara vez se informa a los proveedores y profesionales. La comparabilidad entre subsistemas es otro problema, con la excepción de los indicadores nacionales que rara vez se reportan para el Plan Nacional de Desarrollo y el Plan Sectorial de Salud, cada institución (Servicios Estatales de Salud, ISSSTE, IMSS) tiene su propio conjunto de indicadores. Esta falta de comparabilidad se suma a la fragmentación que atraviesa el sistema de salud mexicano. De manera más alentadora, se está trabajando para diseñar e implementar un tablero nacional de métricas de calidad y eficiencia, consistente en todas las aseguradoras/proveedores.",3
"La atención primaria se presta en gran parte a través de una red de unas 100 000 clínicas comunitarias que incluyen aquellas con camas. Sin embargo, en lugar de tener una fuerza laboral dedicada con capacitación especializada en las funciones descritas anteriormente, la atención primaria en Japón generalmente la brinda un cuadro de semi-generalistas/semi-especialistas, es decir, médicos que dejan la práctica hospitalaria después de un período de tiempo no especificado. establecerse como generalistas (sin formación complementaria obligatoria) en la comunidad. Del mismo modo, en lugar de tener un estado de atención primaria distinto, la atención primaria puede brindarse en un departamento de un hospital y los pacientes que acuden a clínicas con camas u hospitales con departamento de atención primaria pueden quedarse para recibir atención hospitalaria si es necesario.",3
"El estudio lleva a cabo un análisis comparativo de cómo las enfermedades crónicas y los factores de riesgo relacionados pueden afectar a los resultados del mercado laboral en 14 países de la OCDE. Para el análisis se disponía de dos tipos de datos de encuestas: encuestas longitudinales de salud y jubilación de personas mayores de 50 años, y encuestas longitudinales de empleo de la población general. Ambos grupos de población son de interés para el estudio.",3
"Como se muestra en el gráfico IV.3, a pesar de que la mayoría de los países muestran un aumento considerable en la esperanza de vida al nacer, cada persona pasa un promedio de 10 años con mala salud (esperanza perdida de salud (ESV)). La esperanza de salud perdida es la diferencia entre la esperanza de vida y la esperanza de vida saludable al nacer y se expresa como un número de años. En este caso, la esperanza de vida ajustada por salud (EVAS) al nacer corresponde a 2002 y la esperanza de vida a 2005.",3
"Como mínimo, sería prudente garantizar que la fase de desarrollo de los sistemas de registro de pacientes de atención primaria incluya la funcionalidad adecuada para registrar los registros de riesgo de las principales enfermedades crónicas. El desarrollo de un servicio de atención primaria diferenciado que se brinde en las comunidades locales brindará a Corea la mejor oportunidad de satisfacer sus necesidades de atención médica para enfermedades crónicas y multimorbilidades a mediano y largo plazo. Para que un servicio de este tipo prospere y brinde una atención eficaz, es probable que se caracterice por un sistema de clínicas locales dirigidas por médicos de familia y respaldadas por enfermeras de práctica debidamente capacitadas que busquen mantener el contacto con los pacientes para ayudarlos con su salud. necesidades.",3
"Es importante destacar que los países que históricamente han tenido una carga baja de enfermedades cardiovasculares, como Suiza y Japón, han logrado avances sustanciales. Esto sugiere no solo que otros países también pueden obtener más ganancias, sino que también plantea preguntas importantes sobre por qué el éxito ha variado tanto entre países. Todos los países han logrado mejorar la esperanza de vida al nacer ya los 65 años. En términos porcentuales, la esperanza de vida ha mejorado aún más una vez que una persona alcanza los 65 años.",3
"Las escuelas proporcionan un entorno ideal y universal para llegar a los niños con problemas de salud mental y su papel en la prestación de apoyo a la salud en aumento en toda la OCDE. Esta sección analiza iniciativas recientes y en curso que integran los servicios de salud mental con los sistemas educativos. Una de las áreas clave del Presupuesto de 2011 de la Hoja de ruta de diez años para la reforma de la salud mental de Australia, por ejemplo, fue mejorar los servicios de salud mental de los jóvenes.",3
"La relación entre el estatus étnico y el consumo de alcohol se analizó en igualdad de condiciones en Inglaterra, Nueva Zelanda y los EE. UU. Los resultados muestran que los grupos minoritarios generalmente beben menos alcohol que la población blanca, excepto en los EE. UU., donde los hombres mexicoamericanos tienen una mayor prevalencia de consumo de alcohol que los hombres blancos no hispanos. Con respecto a las formas dañinas de consumo de alcohol, los resultados muestran que en Inglaterra, los hombres y mujeres blancos tienen más probabilidades de participar en consumos peligrosos de alcohol y HED (Figura 16), mientras que los hallazgos en otros países rara vez son estadísticamente significativos.",3
